Symbol,Rank,MTF,Quality Score,LTP,Stock Name,Sector,Intrinsic,Dividend%,Announced,Executed,Revenue,Net Profit,Recommended,Projected High,Projected Medium,Projected Low,All time high,SMA 200,RSI,Day Volatility,Week Volatility,Month Volatility,Day Trend,Week Trend,Month Trend,Day Support,Week Support,Month Support,Day NWE,Week NWE,Month NWE
TECHM,67.0,5.0,7.0,1452.4,TECH MAHINDRA LIMITED,Technology,309.25,,,,53334 cr,4541 cr,hold,2020.0,1673.5,1110.0,1838.0 => 21.0%,1568.62 => -8.0%,37.2,2.16,4.5,11.28,Downtrend,Downtrend,Downtrend,1209.4 => 16.73%,1209.4 => 16.73%,943.7 => 35.02%,1408.34 => 3.03%,1309.94 => 9.81%,1208.31 => 16.81%
PNB,68.0,5.0,7.0,111.01,PUNJAB NATIONAL BANK,Financial Services,115.84,,,,52494 cr,16624 cr,hold,130.0,116.0,90.0,279.98 => 60.0%,102.05 => 8.07%,60.41,2.26,4.22,9.53,Downtrend,Downtrend,Downtrend,85.46 => 23.02%,85.46 => 23.02%,28.05 => 74.73%,101.63 => 8.45%,87.33 => 21.33%,65.94 => 40.6%
SOLARINDS,69.0,5.0,8.0,14022.0,SOLAR INDUSTRIES (I) LTD,Basic Materials,484.73,,,,8010 cr,1262 cr,none,17500.0,17200.0,15900.0,17820.0 => 21.0%,12714.05 => 9.33%,41.95,2.08,5.9,16.21,Downtrend,Downtrend,Downtrend,8482.5 => 39.51%,8482.5 => 39.51%,773.05 => 94.49%,12772.28 => 8.91%,12051.34 => 14.05%,10594.56 => 24.44%
ENRIN,70.0,5.0,,3510.2,SIEMENS ENERGY INDIA LTD,Utilities,108.32,,,,9640 cr,1314 cr,buy,4000.0,3412.0,3125.0,3625.0 => 3.0%,0.0 => 100.0%,58.22,2.8,5.35,0.0,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%
TATAPOWER,71.0,5.0,7.0,390.3,TATA POWER CO LTD,Utilities,112.6,,,,66220 cr,4060 cr,buy,510.0,426.5,265.0,494.85 => 21.0%,383.86 => 1.65%,51.08,1.62,3.36,9.13,Downtrend,Downtrend,Downtrend,326.35 => 16.38%,326.35 => 16.38%,182.35 => 53.28%,374.16 => 4.14%,326.96 => 16.23%,322.23 => 17.44%
CIPLA,72.0,5.0,8.0,1538.0,CIPLA LTD,Healthcare,386.24,,,,27480 cr,5392 cr,buy,1875.0,1710.0,1320.0,1702.05 => 10.0%,1495.04 => 2.79%,45.03,1.61,3.73,6.89,Downtrend,Downtrend,Downtrend,1335.0 => 13.2%,1335.0 => 13.2%,852.0 => 44.6%,1503.23 => 2.26%,1408.03 => 8.45%,1291.81 => 16.01%
MUTHOOTFIN,73.0,5.0,8.0,3088.3,MUTHOOT FINANCE LIMITED,Financial Services,756.08,,,,13146 cr,6185 cr,buy,3340.0,2740.0,2126.0,3078.1 => 0.0%,2382.25 => 22.86%,72.89,2.16,5.5,8.4,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,911.25 => 70.49%,911.25 => 70.49%,2727.24 => 11.69%,2411.52 => 21.91%,1786.66 => 42.15%
HDFCAMC,74.0,5.0,8.0,5790.0,HDFC AMC LIMITED,Financial Services,380.27,,,,4312 cr,2604 cr,buy,6680.0,5800.0,4600.0,5927.5 => 2.0%,4661.19 => 19.5%,54.84,1.54,4.61,9.76,Downtrend,Downtrend,Downtrend,3563.05 => 38.46%,3563.05 => 38.46%,1589.5 => 72.55%,5423.83 => 6.32%,4835.9 => 16.48%,0.0 => 100.0%
TORNTPHARM,75.0,5.0,7.0,3614.6,TORRENT PHARMACEUTICALS L,Healthcare,224.28,,,,11835 cr,2002 cr,none,4380.0,4000.0,3425.0,3787.9 => 5.0%,3324.52 => 8.03%,52.96,1.42,3.12,7.68,Downtrend,Downtrend,Downtrend,2886.45 => 20.14%,2886.45 => 20.14%,1242.07 => 65.64%,3438.06 => 4.88%,3134.03 => 13.3%,2873.57 => 20.5%
GODREJCP,76.0,5.0,8.0,1186.0,GODREJ CONSUMER PRODUCTS,Consumer Defensive,117.29,,,,14695 cr,1854 cr,buy,1500.0,1401.5,978.0,1541.85 => 23.0%,1179.83 => 0.52%,36.0,2.29,4.97,9.99,Downtrend,Downtrend,Downtrend,979.5 => 17.41%,979.5 => 17.41%,660.05 => 44.35%,1166.67 => 1.63%,1046.59 => 11.76%,999.55 => 15.72%
CGPOWER,77.0,5.0,8.0,770.1,CG POWER AND IND SOL LTD,Industrials,25.14,,,,10559 cr,1003 cr,buy,890.0,765.0,556.0,874.7 => 12.0%,667.8 => 13.28%,63.25,1.67,4.4,10.05,Downtrend,Downtrend,Downtrend,517.7 => 32.77%,517.7 => 32.77%,4.75 => 99.38%,725.66 => 5.77%,591.15 => 23.24%,554.84 => 27.95%
MAZDOCK,78.0,5.0,,2940.2,MAZAGON DOCK SHIPBUIL LTD,Industrials,196.83,,,,11700 cr,2170 cr,underperform,3858.0,2468.0,2100.0,3775.0 => 22.0%,2722.38 => 7.41%,60.7,2.34,6.05,19.15,Downtrend,Downtrend,Downtrend,1918.05 => 34.76%,1918.05 => 34.76%,0.0 => 100.0%,2560.23 => 12.92%,2296.94 => 21.88%,0.0 => 100.0%
LODHA,79.0,5.0,7.0,1179.4,LODHA DEVELOPERS LIMITED,Real Estate,202.27,,,,14583 cr,2964 cr,buy,1870.0,1485.0,1000.0,1649.95 => 29.0%,1284.93 => -8.95%,39.72,2.01,5.78,15.48,Downtrend,Downtrend,Downtrend,1035.15 => 12.23%,1035.15 => 12.23%,355.5 => 69.86%,1082.03 => 8.26%,975.3 => 17.31%,0.0 => 100.0%
SHRIRAMFIN,80.0,5.0,7.0,625.15,SHRIRAM FINANCE LIMITED,Financial Services,300.31,,,,18429 cr,9599 cr,buy,830.0,730.0,578.0,730.45 => 14.0%,622.17 => 0.48%,54.64,1.73,4.53,12.08,Downtrend,Downtrend,Downtrend,493.35 => 21.08%,493.35 => 21.08%,200.4 => 67.94%,578.41 => 7.48%,528.61 => 15.44%,506.05 => 19.05%
GAIL,81.0,5.0,8.0,175.91,GAIL (INDIA) LTD,Utilities,129.28,,,,142476 cr,11636 cr,buy,270.0,212.0,150.0,246.3 => 29.0%,180.96 => -2.87%,45.35,1.56,4.25,11.43,Downtrend,Downtrend,Downtrend,150.52 => 14.43%,150.52 => 14.43%,83.0 => 52.82%,169.34 => 3.73%,144.45 => 17.88%,148.29 => 15.7%
BOSCHLTD,82.0,5.0,8.0,38760.0,BOSCH LIMITED,Consumer Cyclical,4683.48,,,,18364 cr,2665 cr,none,43013.0,32983.5,26900.0,41945.0 => 8.0%,32842.55 => 15.27%,39.95,1.57,3.69,8.19,Downtrend,Downtrend,Downtrend,25921.6 => 33.12%,25921.6 => 33.12%,12932.45 => 66.63%,37144.36 => 4.17%,31968.89 => 17.52%,27762.63 => 28.37%
SIEMENS,83.0,5.0,8.0,3201.0,SIEMENS LTD,Industrials,346.49,,,,22808 cr,2422 cr,buy,4200.0,3431.0,2780.0,8129.9 => 61.0%,4254.32 => -32.91%,49.84,1.82,5.39,23.54,Downtrend,Downtrend,Downtrend,2450.0 => 23.46%,2450.0 => 23.46%,947.9 => 70.39%,3032.0 => 5.28%,1613.72 => 49.59%,3219.97 => -0.59%
MOTHERSON,84.0,5.0,,107.96,SAMVRDHNA MTHRSN INTL LTD,Consumer Cyclical,33.05,,,,114385 cr,3321 cr,buy,130.0,114.0,73.33333,144.66 => 25.0%,96.08 => 11.0%,61.84,2.67,5.78,11.28,Downtrend,Downtrend,Downtrend,71.5 => 33.77%,71.5 => 33.77%,41.2 => 61.84%,97.7 => 9.5%,74.6 => 30.9%,74.08 => 31.38%
POLYCAB,85.0,5.0,8.0,7532.5,POLYCAB INDIA LIMITED,Industrials,692.52,,,,23616 cr,2216 cr,none,9011.0,7948.0,5215.0,7714.0 => 2.0%,6292.29 => 16.46%,65.68,1.91,3.61,8.15,Downtrend,Downtrend,Downtrend,4555.0 => 39.53%,4555.0 => 39.53%,0.0 => 100.0%,6977.04 => 7.37%,5721.65 => 24.04%,0.0 => 100.0%
TATACONSUM,86.0,5.0,,1140.1,TATA CONSUMER PRODUCT LTD,Consumer Defensive,202.13,,,,18045 cr,1322 cr,buy,1340.0,1200.0,1065.0,1269.0 => 10.0%,1048.23 => 8.06%,65.6,1.95,3.83,7.18,Downtrend,Downtrend,Downtrend,882.9 => 22.56%,882.9 => 22.56%,686.6 => 39.78%,1071.12 => 6.05%,932.97 => 18.17%,880.81 => 22.74%
CANBK,87.0,5.0,,122.91,CANARA BANK,Financial Services,116.22,,,,57465 cr,18500 cr,none,140.0,125.0,95.0,239.4 => 49.0%,101.96 => 17.04%,76.31,2.38,4.77,10.11,Downtrend,Downtrend,Downtrend,78.6 => 36.05%,78.6 => 36.05%,14.73 => 88.02%,105.53 => 14.14%,92.66 => 24.61%,80.27 => 34.69%
ABB,88.0,5.0,7.0,5237.3,ABB INDIA LIMITED,Industrials,339.53,,,,12612 cr,1799 cr,buy,6700.0,5600.0,4451.0,9149.95 => 43.0%,5757.91 => -9.94%,47.63,1.63,3.62,11.2,Downtrend,Downtrend,Downtrend,4684.45 => 10.56%,4684.45 => 10.56%,722.0 => 86.21%,4918.92 => 6.08%,3912.42 => 25.3%,4739.87 => 9.5%
CUMMINSIND,89.0,5.0,8.0,3988.9,CUMMINS INDIA LTD,Industrials,272.78,,,,10982 cr,2141 cr,buy,5075.0,3998.5,2621.0,4171.9 => 4.0%,3250.32 => 18.52%,55.91,1.82,3.75,7.67,Downtrend,Downtrend,Downtrend,2580.0 => 35.32%,2580.0 => 35.32%,280.0 => 92.98%,3783.35 => 5.15%,3060.24 => 23.28%,2775.38 => 30.42%
MAXHEALTH,90.0,5.0,8.0,1133.2,MAX HEALTHCARE INS LTD,Healthcare,96.5,,,,7513 cr,1148 cr,buy,1500.0,1275.0,615.0,1314.3 => 14.0%,1147.92 => -1.3%,37.22,2.32,5.52,10.19,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,326.15 => 71.22%,0.0 => 100.0%,1092.01 => 3.64%,1044.13 => 7.86%,0.0 => 100.0%
APOLLOHOSP,91.0,5.0,8.0,7643.5,APOLLO HOSPITALS ENTER. L,Healthcare,571.15,,,,22551 cr,1574 cr,buy,9400.0,8765.0,5700.0,7980.0 => 4.0%,7062.66 => 7.6%,43.94,1.15,4.21,5.97,Downtrend,Downtrend,Downtrend,6001.0 => 21.49%,6001.0 => 21.49%,3361.55 => 56.02%,7467.52 => 2.3%,6780.63 => 11.29%,5954.03 => 22.1%
DIXON,92.0,5.0,,18161.0,DIXON TECHNO (INDIA) LTD,Technology,582.71,,,,45116 cr,1187 cr,buy,22300.0,18353.0,9085.0,19148.9 => 5.0%,15790.48 => 13.05%,65.46,1.19,3.55,11.11,Downtrend,Downtrend,Downtrend,12202.2 => 32.81%,12202.2 => 32.81%,2553.0 => 85.94%,16745.76 => 7.79%,13671.35 => 24.72%,0.0 => 100.0%
DRREDDY,93.0,5.0,,1298.1,DR. REDDY S LABORATORIES,Healthcare,420.56,,,,33426 cr,5680 cr,hold,1660.0,1250.0,990.0,1421.49 => 9.0%,1243.72 => 4.19%,53.51,1.34,3.6,8.01,Downtrend,Downtrend,Downtrend,1020.0 => 21.42%,1020.0 => 21.42%,730.8 => 43.7%,1229.46 => 5.29%,1140.68 => 12.13%,1051.17 => 19.02%
JINDALSTEL,94.0,5.0,,1052.65,JINDAL STEEL LIMITED,Basic Materials,462.56,,,,48442 cr,2966 cr,buy,1250.0,1078.5,600.0,1097.0 => 4.0%,930.35 => 11.62%,59.23,2.27,4.86,8.7,Downtrend,Downtrend,Downtrend,723.35 => 31.28%,723.35 => 31.28%,304.2 => 71.1%,980.05 => 6.9%,857.38 => 18.55%,763.08 => 27.51%
SHREECEM,95.0,5.0,8.0,29650.0,SHREE CEMENT LIMITED,Basic Materials,5969.32,,,,19440 cr,1487 cr,hold,38433.0,31497.0,20250.0,32490.0 => 9.0%,29152.5 => 1.68%,44.24,1.53,3.87,7.6,Downtrend,Downtrend,Downtrend,23500.0 => 20.74%,23500.0 => 20.74%,23500.0 => 20.74%,28231.19 => 4.79%,27476.13 => 7.33%,24494.13 => 17.39%
ADANIENSOL,96.0,1.0,,889.0,ADANI ENERGY SOLUTION LTD,Utilities,183.71,,,,25208 cr,2396 cr,strong_buy,1290.0,1113.5,1048.0,1348.0 => 34.0%,820.04 => 7.76%,63.15,4.03,6.38,14.45,Downtrend,Downtrend,Downtrend,588.0 => 33.86%,588.0 => 33.86%,588.0 => 33.86%,782.07 => 12.03%,699.56 => 21.31%,0.0 => 100.0%
UNIONBANK,97.0,5.0,,139.17,UNION BANK OF INDIA,Financial Services,159.29,,,,52449 cr,18813 cr,none,180.0,157.5,130.0,426.95 => 67.0%,128.51 => 7.66%,61.23,2.53,5.18,13.28,Downtrend,Downtrend,Downtrend,100.81 => 27.56%,100.81 => 27.56%,22.65 => 83.72%,121.04 => 13.03%,111.23 => 20.07%,90.66 => 34.86%
INDHOTEL,98.0,5.0,8.0,746.0,THE INDIAN HOTELS CO. LTD,Consumer Cyclical,78.41,,,,9068 cr,1956 cr,buy,976.0,890.0,648.0,894.9 => 17.0%,780.17 => -4.58%,35.57,2.08,4.62,10.34,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,371.6 => 50.19%,60.22 => 91.93%,740.68 => 0.71%,667.21 => 10.56%,629.49 => 15.62%
HEROMOTOCO,99.0,5.0,,5277.0,HERO MOTOCORP LIMITED,Consumer Cyclical,963.55,,,,40440 cr,5038 cr,buy,6350.0,5250.0,3630.0,6246.25 => 16.0%,4275.29 => 18.98%,56.45,1.69,5.02,6.9,Downtrend,Downtrend,Downtrend,3344.0 => 36.63%,3344.0 => 36.63%,2246.0 => 57.44%,4992.32 => 5.39%,3837.37 => 27.28%,3554.39 => 32.64%
MANKIND,100.0,5.0,,2529.7,MANKIND PHARMA LIMITED,Healthcare,347.39,,,,12910 cr,1893 cr,buy,3300.0,2825.0,2150.0,3054.8 => 17.0%,2506.97 => 0.9%,44.99,2.26,5.81,9.86,Downtrend,Downtrend,Downtrend,2132.0 => 15.72%,2132.0 => 15.72%,0.0 => 100.0%,2422.39 => 4.24%,2324.58 => 8.11%,0.0 => 100.0%
ZYDUSLIFE,101.0,5.0,,1036.0,ZYDUS LIFESCIENCES LTD,Healthcare,238.05,,,,23608 cr,4572 cr,hold,1255.0,1004.5,850.0,1324.3 => 22.0%,949.06 => 8.39%,58.5,1.63,4.2,6.7,Downtrend,Downtrend,Downtrend,795.0 => 23.26%,795.0 => 23.26%,319.0 => 69.21%,987.17 => 4.71%,820.83 => 20.77%,764.01 => 26.25%
SWIGGY,102.0,5.0,,438.45,SWIGGY LIMITED,Consumer Cyclical,46.38,,,,16966 cr,-3703 cr,buy,740.0,470.0,285.0,617.3 => 29.0%,399.83 => 8.81%,54.47,3.76,8.31,11.47,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,406.12 => 7.37%,0.0 => 100.0%,0.0 => 100.0%
RECLTD,103.0,5.0,,382.0,REC LIMITED,Financial Services,297.64,,,,21594 cr,16856 cr,strong_buy,570.0,520.0,460.0,654.0 => 42.0%,419.4 => -9.79%,54.77,1.4,4.0,11.33,Downtrend,Downtrend,Downtrend,357.35 => 6.45%,357.35 => 6.45%,82.24 => 78.47%,358.73 => 6.09%,284.48 => 25.53%,334.34 => 12.48%
WAAREEENER,104.0,5.0,,3489.9,WAAREE ENERGIES LIMITED,Technology,330.67,,,,15461 cr,2218 cr,hold,4400.0,3123.0,2087.0,3865.0 => 10.0%,2774.76 => 20.49%,56.25,2.95,10.53,14.24,Downtrend,Downtrend,Downtrend,1863.0 => 46.62%,1863.0 => 46.62%,0.0 => 100.0%,3208.73 => 8.06%,0.0 => 100.0%,0.0 => 100.0%
IDBI,105.0,5.0,,92.01,IDBI BANK LIMITED,Financial Services,59.24,,,,19573 cr,7916 cr,none,0.0,0.0,0.0,202.25 => 55.0%,85.32 => 7.27%,49.19,2.1,7.24,14.88,Downtrend,Downtrend,Downtrend,65.89 => 28.39%,65.89 => 28.39%,30.5 => 66.85%,82.91 => 9.89%,78.36 => 14.84%,67.14 => 27.03%
UNITDSPR,106.0,5.0,,1350.9,UNITED SPIRITS LIMITED,Consumer Defensive,114.13,,,,12329 cr,1514 cr,buy,1850.0,1550.0,1110.0,1700.0 => 21.0%,1433.84 => -6.14%,58.82,1.51,3.38,9.85,Downtrend,Downtrend,Downtrend,1271.1 => 5.91%,1271.1 => 5.91%,0.0 => 100.0%,1251.37 => 7.37%,0.0 => 100.0%,0.0 => 100.0%
HAVELLS,107.0,5.0,,1544.5,HAVELLS INDIA LIMITED,Industrials,132.77,,,,21427 cr,1412 cr,buy,1910.0,1745.0,1350.0,2106.0 => 27.0%,1560.45 => -1.03%,43.61,1.53,3.62,7.93,Downtrend,Downtrend,Downtrend,1381.3 => 10.57%,1381.3 => 10.57%,1024.5 => 33.67%,1516.96 => 1.78%,1329.57 => 13.92%,1306.26 => 15.42%
INDIANB,108.0,5.0,,708.2,INDIAN BANK,Financial Services,550.72,,,,32281 cr,10967 cr,none,775.0,750.0,619.0,712.0 => 1.0%,587.4 => 17.06%,66.95,1.78,3.67,7.84,Downtrend,Downtrend,Downtrend,473.9 => 33.08%,473.9 => 33.08%,41.55 => 94.13%,658.45 => 7.02%,588.78 => 16.86%,457.12 => 35.45%
INDUSTOWER,109.0,5.0,,358.15,INDUS TOWERS LIMITED,Communication Services,130.08,,,,30797 cr,9743 cr,hold,525.0,400.0,300.0,499.65 => 28.0%,364.31 => -1.72%,56.07,2.16,6.17,11.97,Downtrend,Downtrend,Downtrend,312.75 => 12.68%,312.75 => 12.68%,135.15 => 62.26%,323.7 => 9.62%,286.69 => 19.95%,270.37 => 24.51%
GMRAIRPORT,110.0,5.0,,89.05,GMR AIRPORTS LIMITED,Industrials,-2.42,,,,11217 cr,-463 cr,buy,108.0,103.5,80.0,119.24 => 25.0%,82.79 => 7.03%,48.52,2.43,4.41,9.44,Downtrend,Downtrend,Downtrend,67.75 => 23.92%,67.75 => 23.92%,11.67 => 86.9%,84.64 => 4.95%,74.53 => 16.31%,69.99 => 21.4%
JSWENERGY,111.0,5.0,,535.15,JSW ENERGY LIMITED,Utilities,156.78,,,,14009 cr,2172 cr,buy,726.0,589.0,435.0,804.9 => 34.0%,527.29 => 1.47%,55.63,2.43,5.12,11.38,Downtrend,Downtrend,Downtrend,418.75 => 21.75%,418.75 => 21.75%,182.05 => 65.98%,500.38 => 6.5%,410.42 => 23.31%,408.5 => 23.67%
ICICIGI,112.0,5.0,,1878.4,ICICI LOMBARD GIC LIMITED,Financial Services,325.67,,,,24814 cr,2675 cr,buy,2400.0,2220.0,1450.0,2301.9 => 18.0%,1863.97 => 0.77%,48.97,1.83,4.29,8.1,Downtrend,Downtrend,Downtrend,1613.7 => 14.09%,1613.7 => 14.09%,1049.05 => 44.15%,1784.98 => 4.97%,1653.96 => 11.95%,0.0 => 100.0%
BAJAJHFL,113.0,5.0,,111.8,BAJAJ HOUSING FINANCE LTD,Financial Services,23.95,,,,3477 cr,2264 cr,underperform,160.0,120.0,83.0,188.5 => 41.0%,119.09 => -6.52%,41.7,1.48,3.58,11.11,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,108.6 => 2.86%,0.0 => 100.0%,0.0 => 100.0%
IDEA,114.0,5.0,,8.59,VODAFONE IDEA LIMITED,Communication Services,-9.85,,,,43977 cr,-27559 cr,underperform,15.3,6.5,2.3,123.01 => 93.0%,7.54 => 12.26%,70.33,5.19,10.16,11.31,Downtrend,Downtrend,Downtrend,6.61 => 23.05%,6.61 => 23.05%,5.7 => 33.64%,7.02 => 18.28%,3.7 => 56.89%,-3.2 => 137.24%
DABUR,115.0,5.0,,517.8,DABUR INDIA LTD,Consumer Defensive,60.94,,,,12619 cr,1781 cr,hold,630.0,555.0,400.0,672.0 => 23.0%,504.74 => 2.52%,41.14,1.92,4.61,7.3,Downtrend,Downtrend,Downtrend,433.3 => 16.32%,433.3 => 16.32%,489.2 => 5.52%,506.6 => 2.16%,454.09 => 12.3%,445.17 => 14.03%
MARICO,116.0,5.0,,707.55,MARICO LIMITED,Consumer Defensive,30.72,,,,11447 cr,1669 cr,buy,863.0,804.0,490.0,759.0 => 7.0%,683.9 => 3.34%,40.05,1.94,3.83,7.17,Downtrend,Downtrend,Downtrend,577.85 => 18.33%,577.85 => 18.33%,486.3 => 31.27%,694.04 => 1.91%,649.48 => 8.21%,592.49 => 16.26%
LUPIN,117.0,5.0,,1990.9,LUPIN LIMITED,Healthcare,376.8,,,,23376 cr,3699 cr,buy,2626.0,2230.0,1896.0,2402.9 => 17.0%,2023.14 => -1.62%,51.46,1.57,4.27,7.85,Downtrend,Downtrend,Downtrend,1795.2 => 9.83%,1795.2 => 9.83%,583.0 => 70.72%,1916.34 => 3.75%,1701.26 => 14.55%,1566.79 => 21.3%
HINDPETRO,118.0,5.0,,424.9,HINDUSTAN PETROLEUM CORP,Energy,240.36,,,,428889 cr,10213 cr,buy,615.0,473.5,250.0,457.15 => 7.0%,386.14 => 9.12%,71.57,1.66,4.48,10.83,Downtrend,Downtrend,Downtrend,287.55 => 32.33%,287.55 => 32.33%,133.37 => 68.61%,375.97 => 11.52%,330.75 => 22.16%,302.76 => 28.74%
NAUKRI,119.0,5.0,,1385.3,INFO EDGE (I) LTD,Communication Services,539.32,,,,2964 cr,1025 cr,none,1735.0,1561.0,1040.0,1825.78 => 24.0%,1461.33 => -5.49%,51.95,2.49,5.42,11.16,Downtrend,Downtrend,Downtrend,1157.0 => 16.48%,1157.0 => 16.48%,661.64 => 52.24%,1292.36 => 6.71%,1159.33 => 16.31%,1143.46 => 17.46%
NHPC,120.0,5.0,,86.29,NHPC LTD,Utilities,39.49,,,,10915 cr,3050 cr,hold,117.0,93.5,70.0,118.4 => 27.0%,82.49 => 4.4%,59.77,2.14,4.76,11.21,Downtrend,Downtrend,Downtrend,71.0 => 17.72%,71.0 => 17.72%,15.1 => 82.5%,79.29 => 8.12%,67.25 => 22.06%,70.21 => 18.63%
ICICIPRULI,121.0,5.0,,596.65,ICICI PRU LIFE INS CO LTD,Financial Services,86.74,,,,71044 cr,1262 cr,buy,850.0,722.5,625.0,796.8 => 25.0%,615.86 => -3.22%,41.41,1.47,4.67,10.34,Downtrend,Downtrend,Downtrend,525.8 => 11.87%,525.8 => 11.87%,380.7 => 36.19%,567.44 => 4.9%,520.5 => 12.76%,540.41 => 9.43%
NTPCGREEN,122.0,5.0,,102.33,NTPC GREEN ENERGY LIMITED,Utilities,22.14,,,,2311 cr,557 cr,hold,120.0,110.0,75.0,155.35 => 34.0%,108.49 => -6.02%,43.33,1.85,3.97,12.84,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,97.74 => 4.49%,0.0 => 100.0%,0.0 => 100.0%
SRF,123.0,5.0,,2907.1,SRF LTD,Industrials,425.95,,,,15048 cr,1431 cr,none,3650.0,3250.0,2080.0,3325.0 => 13.0%,2865.41 => 1.43%,45.14,1.67,4.24,9.64,Downtrend,Downtrend,Downtrend,2126.85 => 26.84%,2126.85 => 26.84%,2040.0 => 29.83%,2761.49 => 5.01%,2644.3 => 9.04%,2314.4 => 20.39%
POWERINDIA,124.0,5.0,,18997.0,HITACHI ENERGY INDIA LTD,Industrials,945.45,,,,6537 cr,505 cr,none,25033.0,21580.0,13350.0,21800.0 => 13.0%,15808.9 => 16.78%,43.44,3.38,6.96,16.02,Downtrend,Downtrend,Downtrend,8801.0 => 53.67%,8801.0 => 53.67%,0.0 => 100.0%,17295.3 => 8.96%,15912.78 => 16.24%,0.0 => 100.0%
BHARTIHEXA,125.0,5.0,,1687.6,BHARTI HEXACOM LIMITED,Communication Services,126.47,,,,8900 cr,1374 cr,none,2250.0,1887.0,1380.0,2052.9 => 18.0%,1602.11 => 5.07%,38.91,2.08,5.9,13.91,Downtrend,Downtrend,Downtrend,1234.0 => 26.88%,1234.0 => 26.88%,0.0 => 100.0%,1593.42 => 5.58%,0.0 => 100.0%,0.0 => 100.0%
BSE,126.0,5.0,,2076.4,BSE LIMITED,Financial Services,136.81,,,,3586 cr,1585 cr,buy,3200.0,2590.0,2150.0,3030.0 => 31.0%,2134.35 => -2.79%,33.39,2.51,9.45,20.67,Downtrend,Downtrend,Downtrend,1227.33 => 40.89%,1227.33 => 40.89%,135.4 => 93.48%,1895.93 => 8.69%,1845.36 => 11.13%,351.75 => 83.06%
SBICARD,127.0,5.0,,884.75,SBI CARDS & PAY SER LTD,Financial Services,145.0,,,,10244 cr,1878 cr,hold,1025.0,914.0,675.0,1165.0 => 24.0%,844.74 => 4.52%,63.99,1.87,4.64,10.66,Downtrend,Downtrend,Downtrend,659.8 => 25.43%,659.8 => 25.43%,647.95 => 26.76%,792.3 => 10.45%,757.74 => 14.36%,0.0 => 100.0%
ASHOKLEY,128.0,5.0,,142.26,ASHOK LEYLAND LTD,Industrials,20.83,,,,49547 cr,3209 cr,buy,169.0,145.0,100.0,144.5 => 2.0%,115.94 => 18.5%,67.21,2.4,5.28,7.72,Downtrend,Downtrend,Downtrend,95.93 => 32.57%,95.93 => 32.57%,46.6 => 67.24%,129.14 => 9.22%,111.99 => 21.28%,94.16 => 33.81%
BHEL,129.0,5.0,,236.01,BHEL,Industrials,71.0,,,,28341 cr,290 cr,hold,340.0,229.0,70.0,390.67 => 40.0%,227.3 => 3.69%,61.02,2.01,4.95,13.17,Downtrend,Downtrend,Downtrend,176.0 => 25.43%,176.0 => 25.43%,41.4 => 82.46%,208.51 => 11.65%,170.51 => 27.75%,185.21 => 21.53%
PERSISTENT,130.0,5.0,,5191.5,PERSISTENT SYSTEMS LTD,Technology,441.77,,,,12535 cr,1519 cr,hold,7536.0,6000.0,3675.0,6788.9 => 24.0%,5634.58 => -8.53%,42.25,2.71,6.0,12.87,Downtrend,Downtrend,Downtrend,4148.95 => 20.08%,4148.95 => 20.08%,1546.03 => 70.22%,4933.75 => 4.96%,4295.94 => 17.25%,4413.93 => 14.98%
POLICYBZR,131.0,5.0,,1735.2,PB FINTECH LIMITED,Financial Services,140.62,,,,5315 cr,377 cr,hold,2280.0,2000.0,1370.0,2246.9 => 23.0%,1762.85 => -1.59%,37.47,3.0,6.97,13.0,Downtrend,Downtrend,Downtrend,1311.35 => 24.43%,1311.35 => 24.43%,356.2 => 79.47%,1686.96 => 2.78%,1471.66 => 15.19%,0.0 => 100.0%
SUZLON,132.0,5.0,,57.5,SUZLON ENERGY LIMITED,Industrials,4.49,,,,11953 cr,2094 cr,none,81.0,77.5,67.0,422.19 => 86.0%,59.74 => -3.9%,42.45,2.35,6.1,18.61,Downtrend,Downtrend,Downtrend,46.15 => 19.74%,46.15 => 19.74%,5.42 => 90.58%,52.94 => 7.93%,45.32 => 21.19%,48.58 => 15.52%
OFSS,133.0,5.0,,9061.5,ORACLE FIN SERV SOFT LTD.,Technology,777.02,,,,6958 cr,2405 cr,none,10500.0,10500.0,10500.0,13220.0 => 31.0%,9124.46 => -0.69%,58.15,1.97,6.58,10.05,Downtrend,Downtrend,Downtrend,7038.0 => 22.33%,7038.0 => 22.33%,2883.25 => 68.18%,8384.4 => 7.47%,6340.87 => 30.02%,7294.18 => 19.5%
